repo_full_name,path,html_url
lgcorzo/hue-hadoop-hive-spark-docker,kubeflow/manifests-master/common/istio-cni-1-17/cluster-local-gateway/base/cluster-local-gateway.yaml,https://github.com/lgcorzo/hue-hadoop-hive-spark-docker/blob/5ba8f3b2ac7abd94854fecd2921e580f237338a8/kubeflow/manifests-master/common/istio-cni-1-17/cluster-local-gateway/base/cluster-local-gateway.yaml
jacqinthebox/kubeflow-demo,gitops/machine-learning/kubeflow/manifests/common/istio-1-17/cluster-local-gateway/base/cluster-local-gateway.yaml,https://github.com/jacqinthebox/kubeflow-demo/blob/ea202e35e3f8504e6953a4bb3ba57d1613a8f572/gitops/machine-learning/kubeflow/manifests/common/istio-1-17/cluster-local-gateway/base/cluster-local-gateway.yaml
PhoenixC3/Virtual_Car_Stand,k8s/inspection/inspection-hpa.yaml,https://github.com/PhoenixC3/Virtual_Car_Stand/blob/eb310ba97f5edf1002099298137a9abea07fe423/k8s/inspection/inspection-hpa.yaml
GoogleCloudPlatform/kubernetes-engine-samples,cost-optimization/gke-shift-left-cost/samples/k8s-cost-estimator-local/app-v2/statefulset.yaml,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/9860f5e33b57b6b388cbad920acc2d948cd77cb2/cost-optimization/gke-shift-left-cost/samples/k8s-cost-estimator-local/app-v2/statefulset.yaml
vk-NEU7/helm-webapp-cve-processor,cve-processor/templates/processor-hpa.yaml,https://github.com/vk-NEU7/helm-webapp-cve-processor/blob/bc8d4ada8322602898b142102a41242e0864b425/cve-processor/templates/processor-hpa.yaml
daisy-ycguo/knative-learning,knative-serving.0.3.yaml,https://github.com/daisy-ycguo/knative-learning/blob/9670d8a04abb6b22a607b0d5a2a85089de7db630/knative-serving.0.3.yaml
n3wscott/knative-operator,yaml/serving-v0.3.0.yaml,https://github.com/n3wscott/knative-operator/blob/9bd97804126bba100b69e7b21d84f85af5dcca01/yaml/serving-v0.3.0.yaml
jcrossley3/knative-serving-operator,deploy/resources/knative-serving-0.3.0.yaml,https://github.com/jcrossley3/knative-serving-operator/blob/11d022aff9f5c78ce6071bd14be4ee27b611ee68/deploy/resources/knative-serving-0.3.0.yaml
wilcor7190/mcp-microservice-poc,demo-mcp-21-code-generator-node/input/reference-repos/ECOMMERCE_V9/MSProPricEcomFindProd/deploy/deploy-config-dev.yaml,https://github.com/wilcor7190/mcp-microservice-poc/blob/afa281a445f3427fcc2bcb3d1f50eb82c1c09c3a/demo-mcp-21-code-generator-node/input/reference-repos/ECOMMERCE_V9/MSProPricEcomFindProd/deploy/deploy-config-dev.yaml
ec209/docker_kubernetes_practice,kubernetes-demo-master/hpa/hba-metrics.yml,https://github.com/ec209/docker_kubernetes_practice/blob/434cf404ce389e56c74952e9117819774411ead3/kubernetes-demo-master/hpa/hba-metrics.yml
neighborhoods/helm-charts,charts/neighborhoods-apps/templates/worker-hpa.yaml,https://github.com/neighborhoods/helm-charts/blob/0007a81b20c01d0cec9a7e7fcac1800950f528ef/charts/neighborhoods-apps/templates/worker-hpa.yaml
LeddoEngano/cohere_ai_feature,charts/cohere-toolkit/templates/frontend.yaml,https://github.com/LeddoEngano/cohere_ai_feature/blob/f339e009ce20044ca15f2aa152782adb2c56febf/charts/cohere-toolkit/templates/frontend.yaml
sanjna16/cohere-new,charts/cohere-toolkit/templates/frontend.yaml,https://github.com/sanjna16/cohere-new/blob/0acb13886642ac043f97017224bbd851742e8dd4/charts/cohere-toolkit/templates/frontend.yaml
antrea-io/antrea,build/charts/flow-aggregator/templates/horizontalpodautoscaler.yaml,https://github.com/antrea-io/antrea/blob/6e0d8ba49d44765ad6d59b1d18ab52afa376d512/build/charts/flow-aggregator/templates/horizontalpodautoscaler.yaml
linode/apl-core,charts/tekton-pipelines/templates/tekton-pipelines-webhook-horizontalpodautoscaler.yaml,https://github.com/linode/apl-core/blob/7c3bf891f6ce565e8f99154daa12a35d8f90e810/charts/tekton-pipelines/templates/tekton-pipelines-webhook-horizontalpodautoscaler.yaml
Tobias-Pe/distributed-systems-energy-efficiency,kubernetes/postservice-horizontalpodautoscaler.yaml,https://github.com/Tobias-Pe/distributed-systems-energy-efficiency/blob/5c05d92c9087e22b6251ee4cba914b4e9711fc28/kubernetes/postservice-horizontalpodautoscaler.yaml
hemslo/chat-search,charts/chat-search/templates/hpa.yaml,https://github.com/hemslo/chat-search/blob/90794a6c1e288942893ab7f222c375fbf7612380/charts/chat-search/templates/hpa.yaml
jaichenchlani/codegarage,gke/yamls/apps/add-api.yaml,https://github.com/jaichenchlani/codegarage/blob/0374d7a80950815e5657f42e2ff7884fa38eeadc/gke/yamls/apps/add-api.yaml
ReqArchitect/microservices_scaffold,k8s/strategy-service.yaml,https://github.com/ReqArchitect/microservices_scaffold/blob/3b7359d235b3f77dd262e2ae4f9236e9eb689860/k8s/strategy-service.yaml
JorgePoblete/helloworld,k8s/HorizontalPodAutoscaler.yaml,https://github.com/JorgePoblete/helloworld/blob/f0f1c3ad7aa4a5de4193ca1e28b86a7dff5e091c/k8s/HorizontalPodAutoscaler.yaml
steblynskyi/infrastructure,environments/dev/kubernetes/services/pms/taxes-ui.yaml,https://github.com/steblynskyi/infrastructure/blob/848f142d2b165296193a03a6245c0d14b013a3f6/environments/dev/kubernetes/services/pms/taxes-ui.yaml
ShabbirHasan1/hft-rs,deployment/kubernetes/deployment.yaml,https://github.com/ShabbirHasan1/hft-rs/blob/6cec0e6a1f34cba3645bc5492d7701b58fc64c12/deployment/kubernetes/deployment.yaml
linonetwo/rathole-client-helm-chart,templates/hpa.yaml,https://github.com/linonetwo/rathole-client-helm-chart/blob/6e21dccf1076bce6b72e42fb17e1edb0eeac8e69/templates/hpa.yaml
onyx-dot-app/onyx,deployment/helm/charts/onyx/templates_disabled/background-hpa.yaml,https://github.com/onyx-dot-app/onyx/blob/6c9635373a2f575c288860666bbddf47e017886d/deployment/helm/charts/onyx/templates_disabled/background-hpa.yaml
sriramulasrinath/frontend,helm/hpa.yml,https://github.com/sriramulasrinath/frontend/blob/27379e3ef9e051c68077be971333f0a2253b3f2a/helm/hpa.yml
smart-scaler/examples,demo_setup/chart-acme/templates/order-total.yaml,https://github.com/smart-scaler/examples/blob/7eec75b339de3d2098a4a34f7f2a53adf628d1f2/demo_setup/chart-acme/templates/order-total.yaml
somesh-bagadiya/Learn_Docker_kubernetes,shortly/kubernetes/frontend/frontend-hpa.yaml,https://github.com/somesh-bagadiya/Learn_Docker_kubernetes/blob/cf0b6db5e6b2a1810c5358a08aa6e064b77a6451/shortly/kubernetes/frontend/frontend-hpa.yaml
jupilhwang/bin,istio-1.1.0/install/kubernetes/helm/subcharts/gateways/templates/autoscale.yaml,https://github.com/jupilhwang/bin/blob/bd36dbabb58b873417e5d9494b807dad2594f3f2/istio-1.1.0/install/kubernetes/helm/subcharts/gateways/templates/autoscale.yaml
coreybello/enterprise-rag-chatbot,config/scaling/kubernetes-deployment.yaml,https://github.com/coreybello/enterprise-rag-chatbot/blob/41208767a8816a9f6af9fb0fb6b0b7ca333ec864/config/scaling/kubernetes-deployment.yaml
CA-git-com-co/acgs-infrastructure,infrastructure/kubernetes/acgs-lite/event-streaming-config.yaml,https://github.com/CA-git-com-co/acgs-infrastructure/blob/09f7154959590bb29fece1ea70531735c68bfb39/infrastructure/kubernetes/acgs-lite/event-streaming-config.yaml
andrebriggs/manifest-sample,cloud-native/istio/istio.yaml,https://github.com/andrebriggs/manifest-sample/blob/15a6a23852aa979b4fa49fb4f05092699240f773/cloud-native/istio/istio.yaml
element-hq/helm-charts,charts/calendar-bot/templates/hpa.yaml,https://github.com/element-hq/helm-charts/blob/f33d2a5454cd4e5a29aa490356f0d781ba5c1287/charts/calendar-bot/templates/hpa.yaml
RyanoB/Brief8,k8s/autoscaler.yml,https://github.com/RyanoB/Brief8/blob/b9888f9a0dcdb4c836e46c51a851bcd2a881ea3d/k8s/autoscaler.yml
bingzheliu/Kivi,examples/c3/configs/yaml/autoscaler.yaml,https://github.com/bingzheliu/Kivi/blob/81e6c253573b0cc41727885948c1240892d1a6e2/examples/c3/configs/yaml/autoscaler.yaml
srochagomes/infra-poc-2024,infra-k8s/components/account/account-hpa.yaml,https://github.com/srochagomes/infra-poc-2024/blob/b557ca2c9bb8771e30c69b953ac331fd5dd6fa76/infra-k8s/components/account/account-hpa.yaml
pmh-only/cocktail-bar,_cocktails/250213_champs23_3_try3/ap/manifest/stress.yml,https://github.com/pmh-only/cocktail-bar/blob/4933c97121dfd594b05b486ef19525c7d49c9603/_cocktails/250213_champs23_3_try3/ap/manifest/stress.yml
AliyunContainerService/alibaba-cloud-metrics-adapter,examples/ahas-sentinel.yaml,https://github.com/AliyunContainerService/alibaba-cloud-metrics-adapter/blob/93cf5f14f468f6251ceee89f371c9f9f739c21c7/examples/ahas-sentinel.yaml
jkanalakis/deep-recall,deployments/kubernetes/helm/deep-recall/templates/inference-service.yaml,https://github.com/jkanalakis/deep-recall/blob/399af6c1fe27eeba9d80587af847f6983cf3755a/deployments/kubernetes/helm/deep-recall/templates/inference-service.yaml
Jishnu-phani/PES1UG22CS249_PES1UG22CS252_PES1UG22CS257_PES1UG22CS294_Load-Balanced_URL_Shortener,k8s/shortener-hpa.yaml,https://github.com/Jishnu-phani/PES1UG22CS249_PES1UG22CS252_PES1UG22CS257_PES1UG22CS294_Load-Balanced_URL_Shortener/blob/85214f0b9ab2520876e5840925d9ca05545629b5/k8s/shortener-hpa.yaml
ruslanbaba/azure-gcp-dr-orchestrator,kubernetes/gcp-gke/manifests.yaml,https://github.com/ruslanbaba/azure-gcp-dr-orchestrator/blob/0bdc5ada3a43bffc49693030a149fe4ee9da1ab8/kubernetes/gcp-gke/manifests.yaml
sherlockjack/kubeaaw,kubernetes/auth/auth-hpa.yaml,https://github.com/sherlockjack/kubeaaw/blob/73041bc7d3a4ca8c0771e19ef482ab5ee8b07499/kubernetes/auth/auth-hpa.yaml
fminna/LLM-Helm-Fix,templates/istio-ingress_template.yaml,https://github.com/fminna/LLM-Helm-Fix/blob/99060fdba47252bea2a68d28b6728f48c1b67065/templates/istio-ingress_template.yaml
dolakanni/coupon-core,k8s/backend/templates/autoscalers/backend-hpa.yaml,https://github.com/dolakanni/coupon-core/blob/635a7a02b0a692739c3eaf8b6170c281e8519da0/k8s/backend/templates/autoscalers/backend-hpa.yaml
Alsairy/AttendancePro,helm/hudur/templates/notifications-service.yaml,https://github.com/Alsairy/AttendancePro/blob/5350df9d7fd832e0b603330284d02da17dae1f9d/helm/hudur/templates/notifications-service.yaml
watchedsky-social/helm-chart,templates/core-hpa.yaml,https://github.com/watchedsky-social/helm-chart/blob/9a4f5f102a40c85387c1332ee6cf57fae0aed5f4/templates/core-hpa.yaml
Greatify/manageX-school-web-deployment,k8s/overlays/prod/kustomization.yaml,https://github.com/Greatify/manageX-school-web-deployment/blob/dc48713fbc8321d67a30fec2dc27664bea3cb840/k8s/overlays/prod/kustomization.yaml
eliasmeireles/k8s,learning/deployment/file-server/hpa.yml,https://github.com/eliasmeireles/k8s/blob/8a3a149a9d27fedc6e7a8f276337955710731f35/learning/deployment/file-server/hpa.yml
GoogleCloudPlatform/kubernetes-engine-samples,observability/workload-metrics/manifests/workload-metrics-hpa.yaml,https://github.com/GoogleCloudPlatform/kubernetes-engine-samples/blob/9860f5e33b57b6b388cbad920acc2d948cd77cb2/observability/workload-metrics/manifests/workload-metrics-hpa.yaml
alzubaidi/nodejs-fluxcd,workloads/podinfo-hpa.yaml,https://github.com/alzubaidi/nodejs-fluxcd/blob/3cda61728447343d0842423b8870826df0cfe280/workloads/podinfo-hpa.yaml
farenasl/miscellaneous,Java/cust.crmg.backend.ms.catalog.getcatalog/deploy/k8s/bt/autoscaling.yaml,https://github.com/farenasl/miscellaneous/blob/539068d8be49a9fcc06675c7756879fed37b37ea/Java/cust.crmg.backend.ms.catalog.getcatalog/deploy/k8s/bt/autoscaling.yaml
v4224/dacn,manifest.yaml,https://github.com/v4224/dacn/blob/6daff39bce7f7d4d8bbe04e14a8f6fe2464ebe3f/manifest.yaml
ttphatt-2403/ShoppingOnline-Backend,docs/deployment/k8s-deployment.yaml,https://github.com/ttphatt-2403/ShoppingOnline-Backend/blob/afef90a126c4138bac47a6d2dbed4b77fcb500e2/docs/deployment/k8s-deployment.yaml
more-tushar/k8s,v17_Taints/taints_NoSchedule.yml,https://github.com/more-tushar/k8s/blob/0492da8009d9b21660c4205dd9c638fdca2ebf08/v17_Taints/taints_NoSchedule.yml
kyegomez/KosmosX-API,kubernetes/kosmosx-api-hpa.yaml,https://github.com/kyegomez/KosmosX-API/blob/be4648feee71a31c43b9bebea6490fb340f99ec3/kubernetes/kosmosx-api-hpa.yaml
walessy/Progressive-Framework-v5,deploy/docker-compose.dev.yml,https://github.com/walessy/Progressive-Framework-v5/blob/2c7a2e5703463f850503e68250863481c1ac0978/deploy/docker-compose.dev.yml
navikt/nav-enonicxp-frontend,.nais/hpa/hpa-prod-failover.yml,https://github.com/navikt/nav-enonicxp-frontend/blob/91d5fd67d08f9aac306d194f67f0edb05fadf7c6/.nais/hpa/hpa-prod-failover.yml
ismail-yasser/order-management-microservices,.history/order-service/kubernetes_20250515224526.yaml,https://github.com/ismail-yasser/order-management-microservices/blob/7604eee91bdfca1c54c777c9eacdb22529ab2e45/.history/order-service/kubernetes_20250515224526.yaml
flomesh-io/fsm,charts/fsm/templates/fsm-injector-hpa.yaml,https://github.com/flomesh-io/fsm/blob/5f92fe34547c164e4218608163e8d8c9bda832ed/charts/fsm/templates/fsm-injector-hpa.yaml
printnowstack/pvr-helm-charts,charts/deployment/templates/HorizontalPodAutoscaler.yaml,https://github.com/printnowstack/pvr-helm-charts/blob/b1feb8bf18ada535a30e1287722e3975adf0543e/charts/deployment/templates/HorizontalPodAutoscaler.yaml
dbca-wa/ssslite,kustomize/overlays/uat/deployment_hpa_patch.yaml,https://github.com/dbca-wa/ssslite/blob/581b7fcffc9ab1bfa6ec96641c36ba785335fc3b/kustomize/overlays/uat/deployment_hpa_patch.yaml
fluktuid/talk-k8s-autoscaling,kubernetes/server/hpa.yml,https://github.com/fluktuid/talk-k8s-autoscaling/blob/a14961ee5a4340357e433c675ec8fc9145727b2e/kubernetes/server/hpa.yml
SomasekharSunkari/MicroService_Springboot,payment/hpa.yml,https://github.com/SomasekharSunkari/MicroService_Springboot/blob/f9cf310e052ea36e7b1591031c0c352b1803188a/payment/hpa.yml
vitwits/cheat-sheets,Kubernetes/snippets/HPA.yaml,https://github.com/vitwits/cheat-sheets/blob/121193b2a6931d030addaec7cd3ef5d9dff4fd15/Kubernetes/snippets/HPA.yaml
LuisTasaycoQuispe/Hackathon_Practica,backend-luis-tasayco-hpa.yml,https://github.com/LuisTasaycoQuispe/Hackathon_Practica/blob/092b7740006e3fb7ffd16545bfe2ff53178b5826/backend-luis-tasayco-hpa.yml
PapNorbert/watchwise,deploy/helm/watchwise/templates/server-deployment.yaml,https://github.com/PapNorbert/watchwise/blob/aff52973803489067f9ac122612bf42907e296a7/deploy/helm/watchwise/templates/server-deployment.yaml
spyker77/eda,k8s/microservices/order_processing/hpa.yml,https://github.com/spyker77/eda/blob/e9d48d10173611e8494fd4555e21329baf874af4/k8s/microservices/order_processing/hpa.yml
catherinevee/code,kubernetes-cka/k8s-autoscaler-horizontal-scheduled.yml,https://github.com/catherinevee/code/blob/4b8812eabc4aad534ac6a0166b04919089117482/kubernetes-cka/k8s-autoscaler-horizontal-scheduled.yml
SivaNithishKumar/a2a-autoscaling,k8s/agents/move-orchestrator-agent.yaml,https://github.com/SivaNithishKumar/a2a-autoscaling/blob/4e782d2bca76219007573c0373407a8f6e25230c/k8s/agents/move-orchestrator-agent.yaml
ai-solution-eng/frameworks,open-metadata/1.2.702/charts/airflow/values.yaml,https://github.com/ai-solution-eng/frameworks/blob/5412621c681aa139d89faab19e1c224eb0c356ed/open-metadata/1.2.702/charts/airflow/values.yaml
HSLdevcom/digitransit-kubernetes-deploy,roles/aks-apply/files/prod/opentripplanner-waltti-v2-hpa-prod.yml,https://github.com/HSLdevcom/digitransit-kubernetes-deploy/blob/5e642ddd857416a857652aaed82f9ebb68e853bf/roles/aks-apply/files/prod/opentripplanner-waltti-v2-hpa-prod.yml
Monkey-Mouse/mo2-k8s,k8s/mo2notificationlog-deployment.yaml,https://github.com/Monkey-Mouse/mo2-k8s/blob/7604355c494f3d1aa82d4861726ba0023b40e39b/k8s/mo2notificationlog-deployment.yaml
kkz6/laravel-eks-deployment,terraform-gcp/environment/prod/k8s-manifests/http-deployment.yaml,https://github.com/kkz6/laravel-eks-deployment/blob/2cc2634e3835508f79bd32edc1ac1a8568340e52/terraform-gcp/environment/prod/k8s-manifests/http-deployment.yaml
miguel-armas-abt/poc-microservices-monorepo,devops/k8s/k8s-manifests/order-hub-v1.yaml,https://github.com/miguel-armas-abt/poc-microservices-monorepo/blob/2bb2b290273c9c4a9190fe28c3cc3a460d1a87fa/devops/k8s/k8s-manifests/order-hub-v1.yaml
DTS-STN/passport-status-gitops,environments/staging/passport-status-frontend-hpas.yaml,https://github.com/DTS-STN/passport-status-gitops/blob/3434ae0fed89199ca5e463a9956debe1c7ef5566/environments/staging/passport-status-frontend-hpas.yaml
tis-system/charts,charts/istio/1.16.2/istio-control/istio-discovery/files/gen-istio.yaml,https://github.com/tis-system/charts/blob/e0d8ed878411ae05713f808749cfe33253b44268/charts/istio/1.16.2/istio-control/istio-discovery/files/gen-istio.yaml
tis-system/charts,charts/istio/1.17.2/istio-control/istio-discovery/files/gen-istio.yaml,https://github.com/tis-system/charts/blob/e0d8ed878411ae05713f808749cfe33253b44268/charts/istio/1.17.2/istio-control/istio-discovery/files/gen-istio.yaml
BuoyantIO/service-mesh-academy,eliminate-cross-zone-traffic-hazl/orders-hpa/warehouse-chicago.yaml,https://github.com/BuoyantIO/service-mesh-academy/blob/9248a3523ebf1d6c8137d0fa40024c76eb4d91d4/eliminate-cross-zone-traffic-hazl/orders-hpa/warehouse-chicago.yaml
aspenas/candlefish-website,projects/paintbox/archived/apollo-graphos/k8s/router-deployment.yaml,https://github.com/aspenas/candlefish-website/blob/dd2992e82649fcd367bd4b7982076a0813151d7f/projects/paintbox/archived/apollo-graphos/k8s/router-deployment.yaml
fminna/LLM-Helm-Fix,templates/knative-serving_template.yaml,https://github.com/fminna/LLM-Helm-Fix/blob/99060fdba47252bea2a68d28b6728f48c1b67065/templates/knative-serving_template.yaml
MOlausson/aad-team,hpablackboxgameengine.yaml,https://github.com/MOlausson/aad-team/blob/0ec0078cd0bdcc24599e1c41d5189603e1f5e403/hpablackboxgameengine.yaml
srinandan/sample-apps,kubernetes-manifests/tracking-client.yaml,https://github.com/srinandan/sample-apps/blob/7264024613cfc13a01522b64a7383541e94e61b4/kubernetes-manifests/tracking-client.yaml
pranav-e6x/eef,old/podinfo/podinfo-hpa-custom.yaml,https://github.com/pranav-e6x/eef/blob/9888fc2c7a8774a80f7bb0024575f04535964e3e/old/podinfo/podinfo-hpa-custom.yaml
ConradBoydElliottGustafson/gis_experimentation,backend/openshift.deploy.yml,https://github.com/ConradBoydElliottGustafson/gis_experimentation/blob/9474704d038e9fb373b783dae510b61f7af33094/backend/openshift.deploy.yml
Kaikei-e/Alt,stopped-using-k8s/skaffold/01-foundation/charts/csr-controller/templates/predictive-scaling.yaml,https://github.com/Kaikei-e/Alt/blob/f9e1a2a2dcbcbb54a1fbaa4bc6f2a628bd6e3369/stopped-using-k8s/skaffold/01-foundation/charts/csr-controller/templates/predictive-scaling.yaml
temitayocharles/full-stack-apps,task-management-app/k8s/deployment.yaml,https://github.com/temitayocharles/full-stack-apps/blob/3d769b3beb258dfdaba2dc0695da2b7fb657f594/task-management-app/k8s/deployment.yaml
rafaelveigasts/comunicaIN,devops/k8s/overlays/release/deployment.yaml,https://github.com/rafaelveigasts/comunicaIN/blob/509f14476e2da8b77898be531fcc1333ba1d39cb/devops/k8s/overlays/release/deployment.yaml
netgroup-polito/VPNaaS,custom_hpa.yaml,https://github.com/netgroup-polito/VPNaaS/blob/6b706bd72532800654422a9f86e08804a5caa3f4/custom_hpa.yaml
jorgealmansa/TFM-Jorge,FINAL/Cluster TFS/controller/manifests/sliceservice.yaml,https://github.com/jorgealmansa/TFM-Jorge/blob/6a9e51659055173d8c93a3161ed0e71c83405643/FINAL/Cluster%20TFS/controller/manifests/sliceservice.yaml
PaloAltoNetworks/cn-series-as-service-lab,gke/HPA/pan-cn-hpa-mp.yaml,https://github.com/PaloAltoNetworks/cn-series-as-service-lab/blob/97dbc8bb0f2be0e04e015144c62c094936fc69a4/gke/HPA/pan-cn-hpa-mp.yaml
musudik/ywc-api,deploy/cloud-deploy.yml,https://github.com/musudik/ywc-api/blob/6c5150bed8db6c73049ed7664c5e06735e341fcb/deploy/cloud-deploy.yml
camilamedeir0s/bookinfo-manifests,no-tracing-100products/j-pp-details_ratings_reviews.yaml,https://github.com/camilamedeir0s/bookinfo-manifests/blob/05307dbf7ce77aee330fa37171286a784d9acdc5/no-tracing-100products/j-pp-details_ratings_reviews.yaml
scndr/medium-blog-digital-software-architecture,spring-boot-k8s-hpa/k8s-deployment/hello-app-hpa-deployment.yaml,https://github.com/scndr/medium-blog-digital-software-architecture/blob/ee096c22a6e985295481495e456a79fef9ffec76/spring-boot-k8s-hpa/k8s-deployment/hello-app-hpa-deployment.yaml
GoliathBritton/goliath-quantum-starter,k8s/hpa-api.yaml,https://github.com/GoliathBritton/goliath-quantum-starter/blob/11d737df86a99a760f292d14058e1f9e474cdf5f/k8s/hpa-api.yaml
mn2tech/Viya4-nm2tech,operator-deploy/sas-bases/base/components/sas-workflow-history/resources.yaml,https://github.com/mn2tech/Viya4-nm2tech/blob/3aacef157bd8e4f67ac7179326c5b69221fe24c0/operator-deploy/sas-bases/base/components/sas-workflow-history/resources.yaml
asklokesh/NEXT-Portal,infrastructure/progressive-delivery/flagger-canary-config.yaml,https://github.com/asklokesh/NEXT-Portal/blob/aceb9f3fe4578b55bc61ae82d3965dac0347328f/infrastructure/progressive-delivery/flagger-canary-config.yaml
nabin00012/mern-ci-cd-kube,k8s/app-config.yaml,https://github.com/nabin00012/mern-ci-cd-kube/blob/8be7f16c8be80adeaa75ee565aec99fbf96c0b44/k8s/app-config.yaml
sika-training-examples/2024-06-26_counter-manifests,backend_hpa.yml,https://github.com/sika-training-examples/2024-06-26_counter-manifests/blob/2468794e7a13053d9435bc727189aac12a7d8b98/backend_hpa.yml
raimonvibe/TaskFlow,kubernetes/local-minikube/backend-hpa.yaml,https://github.com/raimonvibe/TaskFlow/blob/74e59811afa2951ad466422831ac1fffcbbca537/kubernetes/local-minikube/backend-hpa.yaml
EricOstoni/Distributed-Web-Scraper,minikube/backend-deployment.yaml,https://github.com/EricOstoni/Distributed-Web-Scraper/blob/6cb296ee3563adb4ab63135e4c3cf5a3fb141742/minikube/backend-deployment.yaml
fminna/LLM-Helm-Fix,templates/fairwinds-insights_template.yaml,https://github.com/fminna/LLM-Helm-Fix/blob/99060fdba47252bea2a68d28b6728f48c1b67065/templates/fairwinds-insights_template.yaml
dbca-wa/flatbacks-website,kustomize/overlays/prod/deployment_hpa_patch.yaml,https://github.com/dbca-wa/flatbacks-website/blob/59059441da6790c4b12c3ecb4626a17c7fd9f148/kustomize/overlays/prod/deployment_hpa_patch.yaml
jfrog/charts,stable/pipelines/templates/pipelines-hookhandler-hpa.yaml,https://github.com/jfrog/charts/blob/6c57818f6a0e82b332cb0ea434bce66c633a3f42/stable/pipelines/templates/pipelines-hookhandler-hpa.yaml
DULASlee/hxlot,deployment/k8s/production/deployment.yaml,https://github.com/DULASlee/hxlot/blob/2138afaf778d8859c002650de00c4c47f8e64d78/deployment/k8s/production/deployment.yaml
getlago/lago-helm-charts,charts/lago/templates/billing-worker-hpa.yaml,https://github.com/getlago/lago-helm-charts/blob/0c4408d7f0fb2bd3ff9b5a10bc6f5052ffaf6970/charts/lago/templates/billing-worker-hpa.yaml
danieleschmidt/photonic-neuromorphics-sim,deployment/kubernetes.yaml,https://github.com/danieleschmidt/photonic-neuromorphics-sim/blob/91adfabad35fe31dab4ae2430da2431fa7565515/deployment/kubernetes.yaml
peter-tharwat/dashboard,docker/kube/deploy.yaml,https://github.com/peter-tharwat/dashboard/blob/d370ac17c415eedc6c4b5d98f9d7c0fb676ecf3e/docker/kube/deploy.yaml
heungheung/ckh,k8s/base/app/consumer.HorizontalPodAutoscaler.yaml,https://github.com/heungheung/ckh/blob/3429fa8b9c5cf14b659539c06af64aa8872ec1bf/k8s/base/app/consumer.HorizontalPodAutoscaler.yaml
kyeongjun-dev/monitoring,charts/mimir-distributed/templates/nginx/nginx-v2-hpa.yaml,https://github.com/kyeongjun-dev/monitoring/blob/1f8261ccea940d21ebb6b67b950fdd803e0b7b1a/charts/mimir-distributed/templates/nginx/nginx-v2-hpa.yaml
valeriocrecco/FileSurferMicroservices,python/src/api/downloadarff/manifests/download-deploy.yaml,https://github.com/valeriocrecco/FileSurferMicroservices/blob/736fc80faf9b6d9f076267ccdfaf514d8824767e/python/src/api/downloadarff/manifests/download-deploy.yaml
AriasAEnima/ProgrammingCourse,Projects/k8s/worker-deployment-windows.yaml,https://github.com/AriasAEnima/ProgrammingCourse/blob/0828e9e44bc3140345ad4cbcea08c3972a8628d1/Projects/k8s/worker-deployment-windows.yaml
Logenz0202/microservice-app,k8s/backend-hpa.yaml,https://github.com/Logenz0202/microservice-app/blob/b70b35bda92260f40024fff8d682cbdfe2799ce3/k8s/backend-hpa.yaml
vweisscobos/fiap-tech-challenge-fase-1,k8s/hpa/hpa-app.yaml,https://github.com/vweisscobos/fiap-tech-challenge-fase-1/blob/8aba6c5611633e15765dfe4f34d47e2dc7841d6a/k8s/hpa/hpa-app.yaml
okyunsu/repo_v1,k8s/app-hpa.yaml,https://github.com/okyunsu/repo_v1/blob/deb8e5241928c56efddf8f1acaf16e605900955c/k8s/app-hpa.yaml
alicek106/start-docker-kubernetes-renewal,chapter11-3/simple-hpa.yaml,https://github.com/alicek106/start-docker-kubernetes-renewal/blob/223bf156b221140cc82c256b8d71450fbb4f558b/chapter11-3/simple-hpa.yaml
pmh-only/cocktail-bar,_cocktails/250213_champs23_3_try3/ap/manifest/status.yml,https://github.com/pmh-only/cocktail-bar/blob/4933c97121dfd594b05b486ef19525c7d49c9603/_cocktails/250213_champs23_3_try3/ap/manifest/status.yml
nano-byte/helm-charts,charts/generic-service/templates/autoscaler.yaml,https://github.com/nano-byte/helm-charts/blob/2f89f4a4d1062b50f606674ca9e34b0bde0f5296/charts/generic-service/templates/autoscaler.yaml
phwelo/appmesh_demo,Canary.yaml,https://github.com/phwelo/appmesh_demo/blob/2db4d8fb7d627fd2b7234deccf6de3cf220870d3/Canary.yaml
DEL-ORG/s6chinwe-projects,.vscode-server/data/User/History/344dca8b/ElHK.yaml,https://github.com/DEL-ORG/s6chinwe-projects/blob/224b3f0f177d1fb3d8d9c8ebda4fa4f444082f8e/.vscode-server/data/User/History/344dca8b/ElHK.yaml
leomultimedia/LCT-Micro-Services,infrastructure/kubernetes/payment-service.yaml,https://github.com/leomultimedia/LCT-Micro-Services/blob/229fcef92650420473a70bf40014d1eb2f94e2db/infrastructure/kubernetes/payment-service.yaml
rahulsoniiii/kubernetes,HPA/HorizontalPodAutoScalling.yml,https://github.com/rahulsoniiii/kubernetes/blob/7018b402d9b00f7e4870a6c76b6f7a1758f0b72d/HPA/HorizontalPodAutoScalling.yml
advancedtelematic/ota-community-edition,helm/ota-tuf-keyserver/templates/podautoscaler.yaml,https://github.com/advancedtelematic/ota-community-edition/blob/11ddc5ecd50bc56a9766879ca1af977688ad4e35/helm/ota-tuf-keyserver/templates/podautoscaler.yaml
